RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
579,6,Sat,28,B,SOUTHWEST,25,PHOENIX,49,10.0,1.1156485207,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,2,2,No,3,In another region,1,English,579,2017-05-06,126
580,6,Sat,28,B,SOUTHWEST,25,PHOENIX,49,9.0,1.1156485207,205.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,2,Female,2,3,Don't know,3,In another region,1,English,580,2017-05-06,126
581,6,Sat,28,B,SOUTHWEST,25,PHOENIX,49,9.0,1.1156485207,160.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,2,2,No,3,In another region,1,English,581,2017-05-06,126
582,6,Sat,28,B,SOUTHWEST,25,PHOENIX,49,10.0,1.1156485207,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,1,Male,2,2,No,1,9-County Bay Area,1,English,582,2017-05-06,126
583,6,Sat,28,B,SOUTHWEST,25,PHOENIX,49,10.0,1.1156485207,115.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,2,Female,3,2,No,3,In another region,1,English,583,2017-05-06,126
584,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,10.0,0.3778995413,89.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,3,2,No,1,9-County Bay Area,1,English,584,2017-05-15,135
585,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,10.0,0.3778995413,179.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,2,Female,2,3,Don't know,3,In another region,1,English,585,2017-05-15,135
586,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,10.0,0.3778995413,89.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,2,No,1,9-County Bay Area,1,English,586,2017-05-15,135
587,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,10.0,0.3778995413,74.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,1,9-County Bay Area,1,English,587,2017-05-15,135
588,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,7.0,0.3778995413,119.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,2,No,1,9-County Bay Area,1,English,588,2017-05-15,135
589,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,9.0,0.3778995413,109.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,2,2,No,1,9-County Bay Area,1,English,589,2017-05-15,135
590,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,8.0,0.3778995413,134.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,5,45-54,2,Female,4,1,Yes,3,In another region,1,English,590,2017-05-15,135
591,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,9.0,0.3778995413,119.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,0,2,No,3,In another region,1,English,591,2017-05-15,135
592,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,8.0,0.3778995413,69.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,2,Female,0,2,No,3,In another region,1,English,592,2017-05-15,135
593,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,10.0,0.3778995413,89.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,2,2,No,1,9-County Bay Area,1,English,593,2017-05-15,135
594,15,Mon,11,A,JETBLUE,20,LAS VEGAS,30,9.0,0.3778995413,89.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,4,3,Don't know,3,In another region,2,Spanish,594,2017-05-15,135
595,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,221.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,0,3,Don't know,3,In another region,1,English,595,2017-05-15,135
596,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,161.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,1,9-County Bay Area,1,English,596,2017-05-15,135
597,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,7.0,0.4545549296,221.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,7,Other (specify),3,25-34,2,Female,0,2,No,2,Northern California outside the Bay Area,1,English,597,2017-05-15,135
598,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,8.0,0.4545549296,71.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,3,25-34,2,Female,0,1,Yes,3,In another region,1,English,598,2017-05-15,135
599,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,9.0,0.4545549296,171.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,7,65 and over,4,Blank/Multiple responses,1,2,No,1,9-County Bay Area,1,English,599,2017-05-15,135
600,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,9.0,0.4545549296,131.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,4,35-44,1,Male,1,2,No,1,9-County Bay Area,1,English,600,2017-05-15,135
601,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,201.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,10,Escorting others/personal errands/medical purpose,8,Don't Know / Refused,4,Blank/Multiple responses,2,3,Don't know,1,9-County Bay Area,1,English,601,2017-05-15,135
602,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,7.0,0.4545549296,131.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,4,Blank/Multiple responses,1,2,No,3,In another region,1,English,602,2017-05-15,135
603,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,8.0,0.4545549296,101.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,1,2,No,3,In another region,1,English,603,2017-05-15,135
604,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,9.0,0.4545549296,161.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,0,3,Don't know,3,In another region,2,Spanish,604,2017-05-15,135
605,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,11.0,0.4545549296,326.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,0,4,,2,Northern California outside the Bay Area,2,Spanish,605,2017-05-15,135
606,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,221.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,1,Male,1,2,No,3,In another region,2,Spanish,606,2017-05-15,135
607,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,131.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,4,Blank/Multiple responses,0,1,Yes,1,9-County Bay Area,2,Spanish,607,2017-05-15,135
608,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,181.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,0,2,No,3,In another region,2,Spanish,608,2017-05-15,135
609,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,191.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,0,4,,3,In another region,2,Spanish,609,2017-05-15,135
610,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,251.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,1,Yes,3,In another region,2,Spanish,610,2017-05-15,135
611,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,10.0,0.4545549296,161.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,10,Escorting others/personal errands/medical purpose,6,55-64,4,Blank/Multiple responses,1,2,No,1,9-County Bay Area,2,Spanish,611,2017-05-15,135
612,15,Mon,1,A,VOLARIS,40,GUADALAJARA,23,8.0,0.4545549296,71.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,7,Other (specify),3,25-34,1,Male,0,2,No,1,9-County Bay Area,1,English,612,2017-05-15,135
613,15,Mon,27,B,SOUTHWEST,25,LOS ANGELES,34,10.0,1.1156485207,75.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,4,School/school event,5,45-54,2,Female,4,2,No,3,In another region,1,English,613,2017-05-15,135
614,15,Mon,27,B,SOUTHWEST,25,LOS ANGELES,34,10.0,1.1156485207,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,1,Yes,1,9-County Bay Area,1,English,614,2017-05-15,135
615,15,Mon,27,B,SOUTHWEST,25,LOS ANGELES,34,9.0,1.1156485207,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,2,Female,4,2,No,3,In another region,1,English,615,2017-05-15,135
616,15,Mon,27,B,SOUTHWEST,25,LOS ANGELES,34,8.0,1.1156485207,60.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,616,2017-05-15,135
617,15,Mon,27,B,SOUTHWEST,25,LOS ANGELES,34,8.0,1.1156485207,30.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,1,Male,2,2,No,1,9-County Bay Area,1,English,617,2017-05-15,135
618,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,6.0,1.3045777778,92.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,3,1,Yes,1,9-County Bay Area,1,English,618,2017-05-25,145
619,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,8.0,1.3045777778,137.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,1,Male,3,2,No,1,9-County Bay Area,1,English,619,2017-05-25,145
620,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,107.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,2,Female,2,2,No,3,In another region,1,English,620,2017-05-25,145
621,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,9.0,1.3045777778,,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,621,2017-05-25,145
622,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,8.0,1.3045777778,107.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,622,2017-05-25,145
623,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,187.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,2,Female,4,2,No,1,9-County Bay Area,1,English,623,2017-05-25,145
624,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,5.0,1.3045777778,482.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,4,2,No,3,In another region,1,English,624,2017-05-25,145
625,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,8.0,1.3045777778,527.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,625,2017-05-25,145
626,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,9.0,1.3045777778,212.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,626,2017-05-25,145
627,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,5.0,1.3045777778,197.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,4,1,Yes,3,In another region,1,English,627,2017-05-25,145
628,25,Thu,43,C,DELTA,15,SALT LAKE CITY,54,7.0,1.3045777778,167.0,2,MID (Flights departing 11 am to 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,4,2,No,1,9-County Bay Area,1,English,628,2017-05-25,145
629,25,Thu,40,C,DELTA,15,DETROIT,17,7.0,1.3045777778,210.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,2,Female,0,2,No,3,In another region,1,English,629,2017-05-25,145
630,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,180.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,1,Male,3,2,No,1,9-County Bay Area,1,English,630,2017-05-25,145
631,25,Thu,40,C,DELTA,15,DETROIT,17,10.0,1.3045777778,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,631,2017-05-25,145
632,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,1,Yes,1,9-County Bay Area,1,English,632,2017-05-25,145
633,25,Thu,40,C,DELTA,15,DETROIT,17,8.0,1.3045777778,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,2,2,No,1,9-County Bay Area,1,English,633,2017-05-25,145
634,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,210.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,3,3,Don't know,2,Northern California outside the Bay Area,1,English,634,2017-05-25,145
635,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,345.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,2,No,3,In another region,1,English,635,2017-05-25,145
636,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,100.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,3,Other,1,2,No,3,In another region,1,English,636,2017-05-25,145
637,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,210.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,4,School/school event,2,18-24,2,Female,1,1,Yes,1,9-County Bay Area,1,English,637,2017-05-25,145
638,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,270.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,2,Female,1,3,Don't know,1,9-County Bay Area,1,English,638,2017-05-25,145
639,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,345.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,1,Yes,3,In another region,1,English,639,2017-05-25,145
640,25,Thu,40,C,DELTA,15,DETROIT,17,9.0,1.3045777778,45.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,2,Female,2,1,Yes,1,9-County Bay Area,1,English,640,2017-05-25,145
641,25,Thu,40,C,DELTA,15,DETROIT,17,8.0,1.3045777778,210.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,4,2,No,3,In another region,1,English,641,2017-05-25,145
642,25,Thu,40,C,DELTA,15,DETROIT,17,10.0,1.3045777778,190.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,642,2017-05-25,145
643,25,Thu,40,C,DELTA,15,DETROIT,17,7.0,1.3045777778,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,2,18-24,2,Female,2,3,Don't know,3,In another region,1,English,643,2017-05-25,145
644,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,120.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,0,2,No,3,In another region,1,English,644,2017-05-25,145
645,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,9.0,1.0380333333,135.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,3,In another region,1,English,645,2017-05-25,145
646,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,9.0,1.0380333333,150.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,2,No,3,In another region,1,English,646,2017-05-25,145
647,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,7.0,1.0380333333,180.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,4,2,No,3,In another region,1,English,647,2017-05-25,145
648,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,75.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,2,2,No,3,In another region,1,English,648,2017-05-25,145
649,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,9.0,1.0380333333,75.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,2,No,3,In another region,1,English,649,2017-05-25,145
650,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,75.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,1,9-County Bay Area,1,English,650,2017-05-25,145
651,25,Thu,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,2,2,No,1,9-County Bay Area,1,English,651,2017-05-25,145
